wall_time,step,val_loss,mrcnn_class_loss,val_rpn_bbox_loss,rpn_class_loss,rpn_bbox_loss,mrcnn_mask_loss,val_mrcnn_class_loss,val_mrcnn_mask_loss,val_rpn_class_loss,val_mrcnn_bbox_loss,mrcnn_bbox_loss,loss
1574037448.9324586,100,0.25234100222587585,0.01880091428756714,0.052748847752809525,0.022752439603209496,0.224469855427742,0.24440601468086243,0.004720365162938833,0.1451156586408615,0.00558746000751853,0.0441451221704483,0.17209577560424805,0.6825485229492188
1574040009.5483117,101,0.24475377798080444,0.018131572753190994,0.04745788127183914,0.022329598665237427,0.24012918770313263,0.24236810207366943,0.005025869235396385,0.14247950911521912,0.006880710367113352,0.042886268347501755,0.17170283198356628,0.6946848630905151
1574042571.654,102,0.2473803460597992,0.01856306940317154,0.04772248491644859,0.021263545379042625,0.2281063348054886,0.24325145781040192,0.00422667758539319,0.14505131542682648,0.006801174953579903,0.04355515167117119,0.1687217652797699,0.6799296736717224
1574045137.2369423,103,0.23711945116519928,0.017987774685025215,0.04725698381662369,0.019784504547715187,0.22056807577610016,0.23882119357585907,0.004044178873300552,0.1384061574935913,0.0059078712947666645,0.04148070514202118,0.16478793323040009,0.6619729995727539
1574047694.6265068,104,0.24707603454589844,0.017689893022179604,0.04773274064064026,0.02089065872132778,0.24117255210876465,0.23868270218372345,0.005560863297432661,0.14429917931556702,0.005606331396847963,0.043853383511304855,0.16540610790252686,0.6838654279708862
1574050259.3104718,105,0.23690839111804962,0.01793753169476986,0.047126803547143936,0.020017264410853386,0.22438493371009827,0.23919813334941864,0.004009904805570841,0.14037509262561798,0.005437639541924,0.039935413748025894,0.16365687549114227,0.6652182936668396
1574052826.4260118,106,0.23766396939754486,0.017309224233031273,0.04381736367940903,0.021396026015281677,0.23822858929634094,0.24460583925247192,0.0044880397617816925,0.14167273044586182,0.006485000718384981,0.041177283972501755,0.1686219573020935,0.6901851892471313
1574055387.2395966,107,0.23525890707969666,0.017254455015063286,0.047591160982847214,0.019075794145464897,0.22530564665794373,0.23913773894309998,0.003766279900446534,0.13779720664024353,0.005106169264763594,0.04097454249858856,0.1637050062417984,0.6645022034645081
1574057942.3786592,108,0.2630748450756073,0.017799222841858864,0.06871365755796432,0.019083980470895767,0.219607412815094,0.24097591638565063,0.004635856486856937,0.1413651406764984,0.006280248984694481,0.042056404054164886,0.16734740138053894,0.6648374795913696
1574060500.5367415,109,0.23648324608802795,0.017781944945454597,0.04492803290486336,0.019513916224241257,0.23100829124450684,0.23827697336673737,0.003960479516535997,0.1406138390302658,0.005767295137047768,0.041190050542354584,0.161640465259552,0.6682451367378235
1574063054.5981371,110,0.2336014211177826,0.01743159256875515,0.04205547645688057,0.018943721428513527,0.2202853560447693,0.23769094049930573,0.004149033222347498,0.14060288667678833,0.005348977167159319,0.04142150655388832,0.1622130125761032,0.6565881967544556
1574065608.1866283,111,0.23909986019134521,0.01705666445195675,0.04393383860588074,0.018094753846526146,0.21916401386260986,0.24029213190078735,0.0046274419873952866,0.1432257443666458,0.005213174503296614,0.04207610338926315,0.161623015999794,0.6562541127204895
1574068172.9605033,112,0.22771459817886353,0.017166554927825928,0.039932459592819214,0.018680958077311516,0.22407616674900055,0.23872576653957367,0.003926053177565336,0.1386900693178177,0.005219093523919582,0.03992335870862007,0.1617046594619751,0.6603776812553406
1574070741.4130468,113,0.23025193810462952,0.017517317086458206,0.04006011784076691,0.01913185603916645,0.2242526412010193,0.23796427249908447,0.004522047005593777,0.14010487496852875,0.005336781032383442,0.040204547345638275,0.16430598497390747,0.6631956100463867
1574073306.6112118,114,0.21867984533309937,0.016615504398941994,0.037014856934547424,0.018346473574638367,0.2147015482187271,0.23683547973632812,0.004019434563815594,0.13603389263153076,0.004691148642450571,0.03689693659543991,0.15909332036972046,0.6456158757209778
1574075869.7810726,115,0.23666809499263763,0.01747775636613369,0.0448160395026207,0.018896179273724556,0.21799801290035248,0.24167540669441223,0.004835628438740969,0.14128370583057404,0.0058501954190433025,0.03985895216464996,0.16417823731899261,0.6602491736412048
1574078424.5646198,116,0.2289721965789795,0.01729557290673256,0.042214859277009964,0.018506919965147972,0.2144792675971985,0.2380530834197998,0.004077545367181301,0.1391575038433075,0.005149016156792641,0.038349710404872894,0.16008050739765167,0.6484389305114746
1574080986.3343332,117,0.2255772203207016,0.017511894926428795,0.040084730833768845,0.01834055408835411,0.21447055041790009,0.2356254607439041,0.0037095220759510994,0.13788717985153198,0.005787637084722519,0.038084566593170166,0.15930049121379852,0.6452725529670715
1574083547.9438019,118,0.23883183300495148,0.016620855778455734,0.04201728105545044,0.01870003342628479,0.2170177400112152,0.23882320523262024,0.004693877883255482,0.14416880905628204,0.004899441264569759,0.043028850108385086,0.15987330675125122,0.6510587334632874
1574086107.1959774,119,0.21922379732131958,0.016567997634410858,0.03773655369877815,0.017556531354784966,0.21481813490390778,0.23844200372695923,0.0037777640391141176,0.13687251508235931,0.005027852952480316,0.035785552114248276,0.16047556698322296,0.6478837728500366
1574088671.8685257,120,0.22552210092544556,0.016787245869636536,0.03847268968820572,0.018413737416267395,0.21420882642269135,0.23734815418720245,0.004235115367919207,0.1388503462076187,0.00528273219242692,0.03865763172507286,0.1603040099143982,0.6470855474472046
1574091231.455768,121,0.22105740010738373,0.016786707565188408,0.0378207303583622,0.01806464046239853,0.21107327938079834,0.23443388938903809,0.004063872620463371,0.1355719268321991,0.0052389721386134624,0.0383383184671402,0.15700949728488922,0.6373915672302246
1574093786.841734,122,0.22215460240840912,0.01715315692126751,0.03728800639510155,0.017935294657945633,0.21365493535995483,0.24068273603916168,0.004838545341044664,0.13812971115112305,0.005774279590696096,0.03610047325491905,0.16321620345115662,0.652665913105011
1574096347.646429,123,0.22368331253528595,0.01671823300421238,0.03796609491109848,0.018208812922239304,0.21522338688373566,0.23603668808937073,0.004033980425447226,0.13767124712467194,0.005604194011539221,0.03838421776890755,0.15891394019126892,0.6451246738433838
1574098910.6578217,124,0.21866853535175323,0.016897501423954964,0.036325059831142426,0.01759226806461811,0.20985448360443115,0.23442614078521729,0.0042874631471931934,0.1354002058506012,0.005049756728112698,0.03758247196674347,0.15864574909210205,0.6374397277832031
1574101469.6465337,125,0.2240539938211441,0.016153402626514435,0.03760207071900368,0.01719634234905243,0.21265354752540588,0.23845985531806946,0.0048944298177957535,0.14004726707935333,0.005206921137869358,0.03627971187233925,0.15958280861377716,0.6440695524215698
1574104032.7609253,126,0.2203567922115326,0.01669916696846485,0.037898413836956024,0.01766919530928135,0.20685666799545288,0.23722875118255615,0.0038901695515960455,0.13757289946079254,0.004818262066692114,0.03615346550941467,0.1577165722846985,0.6361939311027527
1574106602.5829422,127,0.22101867198944092,0.016318388283252716,0.036400794982910156,0.017726853489875793,0.21144235134124756,0.2388973832130432,0.004356487654149532,0.13696661591529846,0.005721312016248703,0.03754987567663193,0.16160625219345093,0.6460148096084595
1574109166.5893936,128,0.21354049444198608,0.016814706847071648,0.03740803524851799,0.017690351232886314,0.2131996750831604,0.23499563336372375,0.003950638696551323,0.1326088011264801,0.00471158092841506,0.03483784198760986,0.15828926861286163,0.6410132050514221
1574111730.3308485,129,0.22653192281723022,0.016619078814983368,0.03966277092695236,0.017779242247343063,0.2101387083530426,0.2372884750366211,0.004656593780964613,0.13858820497989655,0.0054458617232739925,0.038154903799295425,0.16069114208221436,0.6425402760505676
1574114288.412326,130,0.21980269253253937,0.016834640875458717,0.03772635757923126,0.016808301210403442,0.209441676735878,0.2352180927991867,0.004045042674988508,0.13604292273521423,0.005497193895280361,0.03646758571267128,0.15732188522815704,0.6356481909751892
1574116847.0244224,131,0.23048219084739685,0.01630290597677231,0.05405735224485397,0.016916820779442787,0.2047119140625,0.23307092487812042,0.0038659151177853346,0.13224180042743683,0.005213526543229818,0.03508000448346138,0.15555305778980255,0.626579225063324
1574119405.7296796,132,0.22528520226478577,0.016033656895160675,0.04076368361711502,0.016370045021176338,0.20492282509803772,0.2371048778295517,0.004492155741900206,0.13780280947685242,0.0052343872375786304,0.036968573927879333,0.15728521347045898,0.6317402124404907
1574121971.4690764,133,0.21636086702346802,0.015721971169114113,0.0361715592443943,0.016026047989726067,0.19959115982055664,0.23493516445159912,0.003990650177001953,0.13459645211696625,0.004337225575000048,0.037241388112306595,0.1538727581501007,0.6201707124710083
1574124543.3156502,134,0.21401813626289368,0.016116874292492867,0.03706542029976845,0.017841413617134094,0.21131248772144318,0.23727400600910187,0.004400025587528944,0.13115154206752777,0.0056096892803907394,0.035767849534749985,0.1596180647611618,0.6421864628791809
1574127104.2291849,135,0.21346424520015717,0.016133207827806473,0.03673785924911499,0.01611320488154888,0.20443356037139893,0.23246833682060242,0.004060658160597086,0.1326981484889984,0.0052930801175534725,0.03465089201927185,0.1545426845550537,0.6237146258354187
1574129668.7402523,136,0.21818368136882782,0.01607516221702099,0.03563429042696953,0.01753832772374153,0.21214202046394348,0.23732487857341766,0.004491622559726238,0.1351303607225418,0.005231724586337805,0.03767208755016327,0.15959741175174713,0.6427013874053955
1574132234.062117,137,0.21428485214710236,0.01623476855456829,0.03497326374053955,0.016758544370532036,0.20236822962760925,0.23472389578819275,0.003976885695010424,0.133639857172966,0.00515391118824482,0.03651733323931694,0.15710994601249695,0.6272189617156982
1574134804.5454693,138,0.20483621954917908,0.01632092148065567,0.03320242464542389,0.017130589112639427,0.2064371109008789,0.23314033448696136,0.004240598063915968,0.1295451670885086,0.005172031931579113,0.03265237808227539,0.15512603521347046,0.628178596496582
