wall_time,step,val_loss,mrcnn_class_loss,val_rpn_bbox_loss,rpn_class_loss,rpn_bbox_loss,mrcnn_mask_loss,val_mrcnn_class_loss,val_mrcnn_mask_loss,val_rpn_class_loss,val_mrcnn_bbox_loss,mrcnn_bbox_loss,loss
1573842329.690416,0,0.7242298722267151,0.05219199135899544,0.27115675806999207,0.05784647539258003,0.4621884524822235,0.4325217604637146,0.019739562645554543,0.26982614398002625,0.01861441694200039,0.14489129185676575,0.364138126373291,1.3688884973526
1573844343.8679612,1,0.5979791283607483,0.0395502895116806,0.1751902997493744,0.0434357188642025,0.42776328325271606,0.31657010316848755,0.02011149190366268,0.24125464260578156,0.016649657860398293,0.14477139711380005,0.27394789457321167,1.101269006729126
1573846282.1009223,2,0.5790271162986755,0.03546590358018875,0.2004900574684143,0.03915657848119736,0.3896918296813965,0.3012206554412842,0.016462072730064392,0.23726196587085724,0.015840111300349236,0.10897120088338852,0.25919821858406067,1.0247348546981812
1573848226.2629938,3,0.4568728506565094,0.034830398857593536,0.12700152397155762,0.03689994290471077,0.3783425986766815,0.2922540605068207,0.013005213811993599,0.20453332364559174,0.012736068107187748,0.09959501773118973,0.24897253513336182,0.9913012385368347
1573850169.979643,4,0.47551050782203674,0.03281325474381447,0.14390552043914795,0.03479065001010895,0.3624783158302307,0.2877398431301117,0.012276462279260159,0.2060087025165558,0.01451297290623188,0.09880512952804565,0.243577778339386,0.9614015817642212
1573852111.1463907,5,0.46315112709999084,0.03137502819299698,0.15023450553417206,0.03478294610977173,0.3628988265991211,0.28468984365463257,0.012089790776371956,0.19812807440757751,0.01564967632293701,0.08704731613397598,0.24012233316898346,0.9538707137107849
1573854059.756799,6,0.48641639947891235,0.030647538602352142,0.15021277964115143,0.033451758325099945,0.3570392429828644,0.28594639897346497,0.014055019244551659,0.20539993047714233,0.015256427228450775,0.10149045288562775,0.23863857984542847,0.9457252621650696
1573856000.0390985,7,0.5074695348739624,0.02979494258761406,0.17959947884082794,0.03312373906373978,0.3517613410949707,0.2808331251144409,0.010424455627799034,0.20740976929664612,0.01186123676598072,0.09817273914813995,0.2332383394241333,0.9287533164024353
1573857940.605638,8,0.4671247601509094,0.029334453865885735,0.14453954994678497,0.032144829630851746,0.34223243594169617,0.28013554215431213,0.012631084769964218,0.2066340148448944,0.01236288994550705,0.09095535427331924,0.2346055805683136,0.9184547066688538
1573859880.4584317,9,0.5185166001319885,0.028629226610064507,0.1630459725856781,0.03189719468355179,0.34625503420829773,0.2799694240093231,0.011431775987148285,0.19851180911064148,0.015219668857753277,0.1303054541349411,0.22622309625148773,0.9129759073257446
